ResponseId,Q120,MainBranch,Age,Employment,RemoteWork,CodingActivities,EdLevel,LearnCode,LearnCodeOnline,LearnCodeCoursesCert,YearsCode,YearsCodePro,DevType,OrgSize,PurchaseInfluence,TechList,BuyNewTool,Country,Currency,CompTotal,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSysPersonal use,OpSysProfessional use,OfficeStackAsyncHaveWorkedWith,OfficeStackAsyncWantToWorkWith,OfficeStackSyncHaveWorkedWith,OfficeStackSyncWantToWorkWith,AISearchHaveWorkedWith,AISearchWantToWorkWith,AIDevHaveWorkedWith,AIDevWantToWorkWith,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOComm,SOAI,AISelect,AISent,AIAcc,AIBen,AIToolInterested in Using,AIToolCurrently Using,AIToolNot interested in Using,AINextVery different,AINextNeither different nor similar,AINextSomewhat similar,AINextVery similar,AINextSomewhat different,TBranch,ICorPM,WorkExp,Knowledge_1,Knowledge_2,Knowledge_3,Knowledge_4,Knowledge_5,Knowledge_6,Knowledge_7,Knowledge_8,Frequency_1,Frequency_2,Frequency_3,TimeSearching,TimeAnswering,ProfessionalTech,Industry,SurveyLength,SurveyEase,ConvertedCompYearly
27902,I agree,I am a developer by profession,25-34 years old,"Employed, full-time",Remote,Hobby;Contribute to open-source projects,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Books / Physical media;Colleague;Online Courses or Certification;On the job training,,Coursera;Udacity,10,7,Data scientist or machine learning specialist,10 to 19 employees,I have some influence,Investigate,Read ratings or reviews on third party sites like G2 Crowd,Germany,EUR European Euro,45000.0,Python,Python;Rust,,,Google Cloud;OVH,Google Cloud,FastAPI,FastAPI,CUDA;Hugging Face Transformers;Pandas;Torch/PyTorch,CUDA;Hugging Face Transformers;Pandas;Torch/PyTorch,Docker,Cargo;Docker,IPython;PyCharm;Vim,IPython;PyCharm;Vim,Debian,Ubuntu,GitHub Discussions,YouTrack,Google Meet;Slack;Zoom,,,,,,Stack Overflow,A few times per month or weekly,Yes,A few times per month or weekly,"Yes, definitely",Improving search results,Yes,Unsure,Other (please explain);Increase productivity;Greater efficiency,Neither trust nor distrust,,Writing code,,,,Writing code,,,Yes,Individual contributor,17.0,Neither agree nor disagree,Strongly agree,Disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly disagree,Disagree,1-2 times a week,1-2 times a week,Never,15-30 minutes a day,Less than 15 minutes a day,Microservices;Continuous integration (CI) and (more often) continuous delivery;AI-assisted technology tool(s),"Information Services, IT, Software Development, or other Technology",Appropriate in length,Neither easy nor difficult,48190.0
27920,I agree,"I am not primarily a developer, but I write code sometimes as part of my work/studies",35-44 years old,"Employed, full-time",Remote,Hobby;Professional development or self-paced learning from online courses,"Associate degree (A.A., A.S., etc.)","Friend or family member;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)",Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Books;How-to videos;Written Tutorials;Click to write Choice 20,,30,20,Product manager,"10,000 or more employees",I have a great deal of influence,Investigate,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Ask a generative AI tool,United States of America,USD	United States dollar,500000.0,Python,C#;Python,Cosmos DB,Cosmos DB,Amazon Web Services (AWS);Microsoft Azure,Microsoft Azure,,,,,,,Vim;Visual Studio Code,Vim;Visual Studio Code,iOS;iPadOS;MacOS;Windows,Windows,Azure Devops;GitHub Discussions;Microsoft Lists;Microsoft Planner;Wikis,GitHub Discussions;Wikis,Discord;Google Meet;Microsoft Teams;Slack;Zoom,Discord;Microsoft Teams,Bing AI;ChatGPT;Google Bard AI,Bing AI;ChatGPT;WolframAlpha,GitHub Copilot,GitHub Copilot,Stack Overflow;Stack Exchange,Less than once per month or monthly,Yes,Less than once per month or monthly,"No, not really","If you don't add AI tools, then inevitably we'll use other AI tools to access the site.  A Copilot-like experience to ask programming questions, but rather than ""just"" synthesizing the answer it would be more like a librarian, recommending community posts that could help.",Yes,Very favorable,Increase productivity;Improve collaboration,Somewhat trust,Debugging and getting help;Testing code;Committing and reviewing code;Deployment and monitoring,Learning about a codebase;Project planning;Writing code;Documenting code;Collaborating with teammates ,,Learning about a codebase;Documenting code,,,,Project planning;Writing code;Collaborating with teammates ,Yes,People manager,25.0,Strongly agree,Agree,Agree,Disagree,Agree,Strongly agree,Agree,Strongly disagree,1-2 times a week,10+ times a week,10+ times a week,60-120 minutes a day,60-120 minutes a day,DevOps function;Microservices;Automated testing;Observability tools;Innersource initiative;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;AI-assisted technology tool(s),"Information Services, IT, Software Development, or other Technology",Appropriate in length,Neither easy nor difficult,500000.0
27950,I agree,I code primarily as a hobby,Under 18 years old,"Student, full-time",,,Primary/elementary school,Other (please specify):,,,2,,,,,Investigate,Visit developer communities like Stack Overflow,Czech Republic,,,Python,C++;Go,,,,,,,,,Make,Make,Visual Studio Code,Sublime Text,Other Linux-based,,,,Discord;Whatsapp,Discord,ChatGPT,,,,Stack Overflow,Daily or almost daily,Yes,Less than once per month or monthly,Not sure,"Maybe AI ""for you page"" for possible questions to answer?","No, and I don't plan to",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Too long,Easy,
28051,I agree,"I am not primarily a developer, but I write code sometimes as part of my work/studies",18-24 years old,"Student, full-time",,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Online Courses or Certification;Other online resources (e.g., videos, blogs, forum)",How-to videos;Video-based Online Courses;Certification videos,Coursera,4,,,,,Given a list,Start a free trial;Ask developers I know/work with,China,,,Python,Python,MySQL,MySQL,,,Spring Boot,Spring Boot,CUDA;NumPy;Pandas;Scikit-Learn;Spring Framework,CUDA;NumPy;Pandas;Scikit-Learn;Spring Framework,Maven (build tool),Maven (build tool),IntelliJ IDEA;PyCharm,IntelliJ IDEA;PyCharm,Ubuntu;Windows,Ubuntu;Windows,Stack Overflow for Teams,Stack Overflow for Teams,Telegram,Telegram,ChatGPT,ChatGPT,GitHub Copilot,GitHub Copilot,Stack Overflow,Less than once per month or monthly,Yes,Less than once per month or monthly,Neutral,reduce the time that search answer,Yes,Favorable,Increase productivity;Greater efficiency;Speed up learning;Improve accuracy in coding;Improve collaboration,Somewhat trust,Writing code;Debugging and getting help;Testing code,Writing code;Debugging and getting help;Testing code,,Writing code;Debugging and getting help;Testing code,,,,,,,,,,,,,,,,,,,,,,,Too long,Difficult,
28162,I agree,I am a developer by profession,35-44 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby;Contribute to open-source projects;Bootstrapping a business,Some college/university study without earning a degree,"Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Other (please specify):",Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Written Tutorials;Click to write Choice 20;Stack Overflow,,23,20,"Developer, back-end",20 to 99 employees,I have some influence,Investigate,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd;Ask a generative AI tool,Israel,ILS	Israeli new shekel,552000.0,Python,Python,BigQuery;Elasticsearch;MongoDB,PostgreSQL,Amazon Web Services (AWS);Google Cloud,,FastAPI;Flask,Django,,,Docker;Kubernetes;Pip,Docker;Kubernetes;Pip,PyCharm,PyCharm,MacOS,Ubuntu,Jira,,Slack;Zoom,,ChatGPT;Google Bard AI;Phind,ChatGPT;Google Bard AI;Phind,,,Stack Overflow,A few times per month or weekly,Yes,Less than once per month or monthly,"No, not at all","AI could help write questions better, help write answers better",Yes,Very favorable,Other (please explain);Increase productivity;Greater efficiency;Speed up learning,Somewhat distrust,Learning about a codebase;Project planning;Documenting code;Testing code;Committing and reviewing code;Deployment and monitoring,Writing code;Debugging and getting help,Collaborating with teammates ,,,,,Writing code;Debugging and getting help,Yes,Individual contributor,20.0,Strongly agree,Disagree,Neither agree nor disagree,Agree,Agree,Strongly disagree,Agree,Agree,1-2 times a week,1-2 times a week,1-2 times a week,30-60 minutes a day,Less than 15 minutes a day,DevOps function;Microservices;Automated testing;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery,"Information Services, IT, Software Development, or other Technology",Appropriate in length,Easy,147538.0
28316,I agree,"I am not primarily a developer, but I write code sometimes as part of my work/studies",18-24 years old,"Employed, full-time;Student, full-time",In-person,I don’t code outside of work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Online Courses or Certification;On the job training;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)",Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Video-based Online Courses;Click to write Choice 20;Stack Overflow,,6,,Research & Development role,,,Investigate,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow,France,,,Python,Python,SQLite,,,,,,CUDA;NumPy;Pandas;TensorFlow;Torch/PyTorch,CUDA;NumPy;Pandas;TensorFlow;Torch/PyTorch,Docker;Pip;Visual Studio Solution,Docker;Kubernetes;Pip;Visual Studio Solution,IPython;Jupyter Notebook/JupyterLab;Visual Studio Code,IPython;Jupyter Notebook/JupyterLab;Visual Studio Code,Arch;Debian;Ubuntu,Windows;Windows Subsystem for Linux (WSL),Confluence;Notion,Confluence,Mattermost;Microsoft Teams,Mattermost;Microsoft Teams,WolframAlpha,,,,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,Neutral,I prefer basic Stack overflow functioning. AI is useless in this case imo.,"No, and I don't plan to",,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,
28364,I agree,I am a developer by profession,25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","On the job training;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)",Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Written Tutorials;Click to write Choice 20;Stack Overflow,,9,5,"Developer, back-end",20 to 99 employees,I have a great deal of influence,Investigate,Start a free trial;Ask developers I know/work with;Read ratings or reviews on third party sites like G2 Crowd,Germany,EUR European Euro,65000.0,Python,Python,BigQuery;PostgreSQL,BigQuery;PostgreSQL,Amazon Web Services (AWS);Google Cloud,Amazon Web Services (AWS);Google Cloud,Django,Django,,,Docker;Kubernetes,Docker;Kubernetes,PyCharm,PyCharm,Windows,Ubuntu,Confluence;Jira;Leankor;Stack Overflow for Teams,Confluence;Leankor;Stack Overflow for Teams,Google Meet;Slack;Zoom,Discord;Google Meet;Jitsi;Signal,ChatGPT,ChatGPT,GitHub Copilot,GitHub Copilot,Stack Overflow;Stack Exchange;Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies),A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,"No, not at all",,Yes,Very favorable,Increase productivity;Greater efficiency,Somewhat trust,Learning about a codebase;Documenting code;Testing code;Deployment and monitoring;Collaborating with teammates ,Project planning;Writing code;Debugging and getting help;Testing code;Committing and reviewing code,,Project planning;Testing code;Committing and reviewing code,,,,Writing code;Debugging and getting help,Yes,Individual contributor,6.0,Agree,Neither agree nor disagree,Disagree,Strongly agree,Strongly agree,Agree,Disagree,Neither agree nor disagree,1-2 times a week,3-5 times a week,1-2 times a week,15-30 minutes a day,30-60 minutes a day,Automated testing;Continuous integration (CI) and (more often) continuous delivery;AI-assisted technology tool(s),"Information Services, IT, Software Development, or other Technology",Appropriate in length,Easy,69608.0
28422,I agree,I am a developer by profession,35-44 years old,"Employed, full-time;Employed, part-time","Hybrid (some remote, some in-person)",Hobby,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Books / Physical media;Colleague;Online Courses or Certification;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)","Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Books;Video-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);Written Tutorials;Click to write Choice 20;Stack Overflow",edX;Udemy;Coursera,20,13,Data scientist or machine learning specialist,100 to 499 employees,I have little or no influence,,Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd,Czech Republic,CZK	Czech koruna,1400000.0,Python,Python;Rust,,,,,FastAPI,,NumPy;Pandas;Torch/PyTorch,Apache Spark;NumPy;Pandas;Torch/PyTorch,Make;Pip;Podman,Make;Pip;Podman,IPython;Jupyter Notebook/JupyterLab;Nano;PyCharm;Visual Studio Code,IPython;Jupyter Notebook/JupyterLab;Nano;PyCharm;Visual Studio Code,Cygwin;Ubuntu;Windows,Ubuntu;Windows;Windows Subsystem for Linux (WSL),Jira;Miro,Jira,Discord;Google Chat;Matrix;Signal;Slack;Whatsapp,Discord;Google Chat;Slack;Whatsapp,Bing AI;ChatGPT,Bing AI;ChatGPT,,,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, somewhat","Not sure, probably to answer most basic questions.","No, and I don't plan to",,,,,,,,,,,,Yes,Individual contributor,13.0,Agree,Strongly agree,Disagree,Neither agree nor disagree,Disagree,Disagree,Agree,Disagree,1-2 times a week,3-5 times a week,1-2 times a week,15-30 minutes a day,30-60 minutes a day,Automated testing;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery,Healthcare,Appropriate in length,Neither easy nor difficult,63691.0
28428,I agree,I am a developer by profession,35-44 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","On the job training;Other online resources (e.g., videos, blogs, forum)",Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Written Tutorials;Click to write Choice 20;Stack Overflow,,10,4,"Developer, desktop or enterprise applications",500 to 999 employees,I have little or no influence,,Start a free trial;Read ratings or reviews on third party sites like G2 Crowd,Poland,PLN	Polish zloty,106200.0,Python,C;Python;Rust,,,Microsoft Azure,"Linode, now Akamai;Microsoft Azure",,,NumPy;Pandas,NumPy;Pandas,Docker;Pip,Docker;Pip,Notepad++;Visual Studio Code,Notepad++;Visual Studio Code,Arch,Windows,Azure Devops;Jira,Azure Devops;Jira,Microsoft Teams,Microsoft Teams,,,,,Stack Overflow;Stack Exchange,Daily or almost daily,Not sure/can't remember,,Neutral,AI not needed for SO,"No, and I don't plan to",,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,25410.0
28608,I agree,I code primarily as a hobby,65 years or older,Retired,,,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum)",Formal documentation provided by the owner of the tech;Books;Written Tutorials;Stack Overflow,,More than 50 years,,,,,,Visit developer communities like Stack Overflow,United States of America,,,Python,Elixir;Python;Zig,Microsoft Access;SQLite,Microsoft Access;MySQL;SQLite,,,,,NumPy;Pandas,NumPy;Pandas;Scikit-Learn;TensorFlow;Torch/PyTorch,,,Jupyter Notebook/JupyterLab;Notepad++;TextMate;Visual Studio;Visual Studio Code,Jupyter Notebook/JupyterLab;Notepad++;TextMate;Visual Studio Code;Xcode,MacOS;Windows,MacOS;Windows;Windows Subsystem for Linux (WSL),,,Slack;Whatsapp;Zoom,Whatsapp;Zoom,,,,,Stack Overflow,A few times per month or weekly,Yes,Less than once per month or monthly,"Yes, somewhat",,"No, but I plan to soon",Indifferent,,Neither trust nor distrust,,,,,,,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,
28633,I agree,I am a developer by profession,45-54 years old,"Employed, full-time",Remote,Hobby;Professional development or self-paced learning from online courses,Some college/university study without earning a degree,"Books / Physical media;Other online resources (e.g., videos, blogs, forum)",Formal documentation provided by the owner of the tech;Books;Recorded coding sessions;How-to videos;Video-based Online Courses;Written Tutorials,,15,11,"Developer, desktop or enterprise applications",100 to 499 employees,I have little or no influence,,Visit developer communities like Stack Overflow;Other (please specify):,United Kingdom of Great Britain and Northern Ireland,GBP	Pound sterling,60000.0,Python,Rust,,,,,,,,,,,Visual Studio Code,Visual Studio Code,Other Linux-based,Ubuntu,Confluence;Jira,,Microsoft Teams,,,,,,Stack Overflow,A few times per month or weekly,Not sure/can't remember,,"No, not at all",,"No, and I don't plan to",,,,,,,,,,,,Yes,Individual contributor,24.0,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Never,1-2 times a week,1-2 times a week,Over 120 minutes a day,15-30 minutes a day,None of these,,Too short,Neither easy nor difficult,74483.0
